Ward Name,Street Name,Longitude,Latitude,Area (m²),Width (m),Length (m),Land Type,Legal Status,House Direction,Property Features,Price
Phường Mân Thái,Đường Nguyễn Huy Chương,108.244934,16.088078,190.0,10.0,19.0,1,1,4.0,"['1', ' 6']",16820000000
Phường Nại Hiên Đông,Đường Nguyễn Đình Hoàn,108.225395,16.096148,309.0,10.0,14.88,1,1,6.0,"['1', ' 6']",16820000000
Phường Hòa Xuân,Trung Lương 17,108.219955,16.001999,309.0,10.0,25.0,1,1,6.0,['3'],16820000000
Phường Chính Gián,Đường Điện Biên Phủ,108.19503,16.065844,200.0,10.0,20.0,1,1,5.0,['1'],16820000000
Phường Hòa Xuân,Đường Bùi Thiện Ngộ,108.218025,16.011612,309.0,10.0,21.0,1,1,6.0,['1'],16820000000
Phường Hòa Xuân,Hòa Xuân,108.22902,16.01607,309.0,10.0,25.0,1,1,3.0,['1'],16820000000
Phường Mỹ An,Đường An Thượng 34,108.2445,16.049564,180.0,10.0,18.0,1,1,3.0,['3'],16820000000
Phường Phước Mỹ,Đường Hồ Nghinh,108.24319,16.067173,166.0,10.0,14.0,1,1,6.0,['3'],16820000000
Phường Hoà Hải,Đường Đào Duy Tùng,108.25981,15.9883375,309.0,5.0,40.46999999999999,1,1,3.0,['3'],16820000000
Xã Hòa Nhơn,Đường Tránh Nam Hải Vân-Túy Loan,108.14554,16.0045,309.0,10.0,40.46999999999999,1,1,1.0,"['1', ' 6', ' 3']",16820000000
Phường Khuê Mỹ,Đường Chương Dương,108.2393,16.024857,300.0,10.0,20.0,1,1,8.0,['1'],16820000000
Phường Khuê Mỹ,Đường Chương Dương,108.2393,16.024857,300.0,10.0,20.0,1,1,8.0,"['1', ' 6']",16820000000
Phường Hòa Cường Bắc,Đường Núi Thành,108.22192,16.039656,238.0,9.3,25.7,1,1,2.0,"['1', ' 3']",16820000000
Phường Khuê Trung,Đảo Nỗi,108.21255,16.023832,309.0,10.0,25.0,1,1,5.0,['1'],16820000000
Phường Khuê Trung,Đường Nguyễn Hữu Thọ,108.209236,16.03405,250.0,10.0,25.0,1,1,1.0,"['1', ' 6']",16820000000
Phường Mỹ An,Đường Phan Tứ,108.24476,16.046095,265.0,8.0,32.0,1,1,6.0,['1'],16820000000
Phường Mân Thái,Đường Trần Duy Chiến,108.24444,16.089396,241.6999,5.0,40.46999999999999,1,1,2.0,['3'],16820000000
Phường Mỹ An,Đường An Dương Vương,108.23758,16.043585,309.0,5.0,40.46999999999999,1,1,8.0,['3'],16820000000
Phường Khuê Mỹ,Đường Bùi Tá Hán,108.2461,16.031725,309.0,10.0,21.095238095238095,2,1,6.0,['1'],16820000000
Phường Khuê Mỹ,Đường Võ Nguyên Giáp,108.25291,16.032557,306.0,10.0,25.5,1,1,8.0,['1'],16820000000
Phường Khuê Mỹ,Đường Bùi Tá Hán,108.2461,16.031725,309.0,5.0,40.46999999999999,1,1,6.0,['3'],16820000000
Phường An Hải Tây,Kiệt Đông Giang & Võ Văn Kiệt ,108.23034,16.059008,309.0,10.0,20.5,1,1,4.0,['2'],16820000000
Phường Hòa Khánh Nam,Đường Đồng Trí 2,108.16156,16.059084,309.0,10.0,20.0,1,1,6.0,['1'],16820000000
Phường An Hải Bắc,Đường Lý Thánh Tông,108.23424,16.072441,300.0,10.0,20.0,2,1,6.0,['1'],16820000000
Phường Hải Châu  I,Đường Nguyễn Thị Minh Khai,108.21824,16.073517,257.7998,8.5,29.0,1,1,1.0,"['1', ' 6']",16820000000
Phường Hòa Cường Nam,Đường Nguyễn Thành Ý,108.22879,16.031565,309.0,10.0,24.772727272727273,2,1,8.0,['1'],16820000000
Phường Phước Mỹ,Đường Hồ Nghinh,108.24319,16.067173,230.0,9.5,24.0,1,1,2.0,['1'],16820000000
Phường Phước Mỹ,Đường Hồ Nghinh,108.24319,16.067173,230.0,9.5,23.0,1,1,5.0,['1'],16820000000
Phường Hòa Cường Nam,Đường Nguyễn Thành Ý,108.22879,16.031565,309.0,10.0,25.0,1,1,1.0,['3'],16820000000
Phường An Hải Bắc,Đường Lê Văn Quý,108.23863,16.073236,258.0,10.0,25.86,1,1,1.0,['1'],16820000000
Phường Hoà Hải,Đường Trường Sa,108.26245,16.012285,309.0,10.0,39.88,2,1,1.0,['1'],16820000000
Phường Hoà Hải,Trương Sa,108.26741,15.986558,309.0,10.0,40.46999999999999,1,1,2.0,['3'],16820000000
Phường Hòa Cường Nam,Đường Trần Đăng Ninh,108.22957,16.031054,309.0,10.0,25.0,1,1,5.0,['3'],16820000000
Phường Phước Mỹ,Đường Phạm Văn Đồng,108.244835,16.07039,250.0,5.0,40.46999999999999,1,1,4.0,['1'],16820000000
Phường Phước Mỹ,Đường Hà Bổng,108.24432,16.067204,309.0,10.0,30.0,1,1,1.0,"['1', ' 6']",16820000000
Phường An Hải Bắc,Đường Vương Thừa Vũ,108.24096,16.081724,96.0,5.0,19.0,1,1,7.0,"['1', ' 6']",16820000000
Phường Hòa Cường Bắc,Đường Đảo Xanh 3,108.225845,16.04771,309.0,5.0,40.46999999999999,1,1,3.0,['1'],16820000000
Phường Thọ Quang,Đường Hoàng Sa,108.31046,16.117804,275.0,10.0,27.5,1,1,1.0,['1'],16820000000
Phường Thọ Quang,Đường Hoàng Sa,108.31046,16.117804,280.0,10.0,28.0,1,1,1.0,['1'],16820000000
Phường Hòa Thuận Đông,Đường Duy Tân & Núi Thành ,108.2193,16.0492,309.0,10.0,30.0,1,1,3.0,['1'],16820000000
Phường Khuê Trung,Đường Nguyễn Hữu Thọ,108.21133,16.01999,309.0,10.0,40.46999999999999,2,1,2.0,['1'],16820000000
Phường Thọ Quang,Đường Hoàng Sa,108.31046,16.117804,309.0,10.0,40.46999999999999,1,1,4.0,"['1', ' 5']",16820000000
Xã Hòa Ninh,Đường Vành đai phía tây Đà Nẵng,108.05818,16.023527,100.0,5.0,20.0,2,1,5.0,['1'],1500000
Xã Hòa Phước,Quá Giáng 1,108.20871,15.972864,142.6999,7.5,17.5,1,1,5.0,"['2', ' 3']",123000000
Phường Hòa Khánh Nam,Đường Phạm Như Xương,108.15282,16.064121,90.0,5.0,18.0,4,6,1.0,['2'],170000000
Phường Hòa Hiệp Nam,Phạm Như Xương,108.13694,16.099676,90.0,5.0,18.0,4,5,3.0,['2'],170000000
Phường Hòa Hiệp Nam,Nguyễn lương Bằng ,108.13694,16.099676,100.0,5.0,20.0,4,5,6.0,"['2', ' 4']",190000000
Phường Hòa Khánh Bắc,Đường Âu Cơ,108.14806,16.070679,100.0,5.0,20.0,4,4,5.0,"['2', ' 4']",250000000
Xã Hòa Phong,Đường Quốc lộ 14G,108.11621,15.984282,309.0,10.0,25.0,4,6,3.0,['1'],250000000
Phường Hòa Khánh Nam,Đường Hoàng Văn Thái,108.15827,16.053888,100.0,5.0,20.0,4,5,7.0,['1'],260000000
Phường Hòa Khánh Nam,Đường Nam Cao,108.15003,16.066383,100.0,5.0,20.0,4,6,7.0,['1'],270000000
Xã Hòa Sơn,DT 602,108.11322,16.0452,309.0,10.0,40.0,4,5,6.0,"['1', ' 4']",270000000
Xã Hòa Nhơn,Thôn ninh an ,108.12508,16.010254,309.0,10.0,18.0,4,2,6.0,"['2', ' 3', ' 6', ' 4']",270000000
Xã Hòa Phong,Đường Bê Tông Oto,108.12508,15.987646,269.0,9.47,28.0,4,1,8.0,"['2', ' 3', ' 6']",280000000
Phường Hòa Khánh Nam,Đường Nam Cao,108.15003,16.066383,75.0,5.0,15.0,4,6,4.0,['2'],280000000
Phường Hòa Khánh Nam,Đại la 5,108.148796,16.053411,309.0,10.0,20.0,4,6,5.0,"['2', ' 4']",350000000
Xã Hòa Sơn,DT602,108.11322,16.0452,230.0,10.0,16.3999,2,6,4.0,['7'],350000000
Xã Hòa Tiến,ĐT605,108.172516,15.97223,100.0,5.0,20.0,1,1,8.0,"['3', ' 1', ' 6']",450000000
Xã Hòa Tiến,ĐT605,108.172516,15.97223,100.0,5.0,20.0,1,1,4.0,"['1', ' 3', ' 6']",450000000
Xã Hòa Tiến,dt 605,108.1725,15.9722,140.0,5.0,28.0,1,1,4.0,['1'],450000000
Xã Hòa Tiến,ĐT605,108.172516,15.97223,100.0,5.0,20.0,1,1,8.0,"['1', ' 3', ' 6']",450000000
Xã Hòa Nhơn,Đường cao tốc Đà Nẵng - Quảng Ngãi,108.15188,16.000765,309.0,5.0,40.46999999999999,3,5,2.0,['2'],480000000
Xã Hòa Liên,Ngô xuân thu nối dài ,108.08358,16.087358,309.0,10.0,35.0,4,6,3.0,"['1', ' 4']",500000000
Phường Hòa Phát,Đinh liệt nối dài ,108.172516,16.028736,309.0,10.0,20.0,4,4,6.0,"['3', ' 2', ' 4']",550000000
Xã Hòa Khương,Đường Quốc lộ 14B,108.13268,15.931664,160.0,5.0,32.0,1,1,6.0,['3'],590000000
Xã Hòa Tiến,dt605,108.172516,15.97223,150.0,5.0,30.0,1,1,1.0,"['1', ' 6']",590000000
Xã Hòa Khương,QL14B,108.101364,15.955791,125.0,9.0,13.88888888888889,1,1,5.0,['3'],590000000
Xã Hòa Phước,Đường Quốc lộ 1,108.20815,15.980089,110.0,5.0,22.0,1,1,4.0,"['1', ' 3', ' 6']",590000000
Xã Hòa Phú,Đường Bê Tông Oto,108.01244,15.980415,127.0,7.0,18.0,1,1,7.0,"['2', ' 3', ' 6']",600000000
Xã Hòa Nhơn,Đường Oto,108.12508,16.010254,309.0,10.0,40.46999999999999,1,1,4.0,"['1', ' 2', ' 6']",600000000
Xã Hòa Bắc,Thôn nam yên ,107.982796,16.117985,309.0,10.0,16.0,4,1,7.0,"['1', ' 4']",600000000
Xã Hòa Tiến,DT 605,108.172516,15.97223,110.0,5.0,22.0,1,1,4.0,"['1', ' 3', ' 2', ' 6']",620000000
Xã Hòa Tiến,DT605,108.172516,15.97223,109.0,5.0,21.7999,1,1,2.0,"['1', ' 3']",620000000
Xã Hòa Tiến,Đt605,108.172516,15.97223,100.0,5.0,24.0,1,1,1.0,"['1', ' 3', ' 6']",620000000
Xã Hòa Tiến,Đường tỉnh 605,108.18168,15.968948,117.0,6.0,19.0,1,1,3.0,['1'],680000000
Xã Hòa Phú,Đường Bê Tông Oto Thông,108.01244,15.980415,117.0,5.0,24.0,1,1,8.0,"['1', ' 2', ' 3', ' 6']",700000000
Xã Hòa Khương,Đường Quốc lộ 14B mở rộng,108.13947,15.969104,140.0,6.0,28.0,1,1,1.0,"['1', ' 6']",730000000
Xã Hòa Ninh,Đường Betong ,108.01244,16.048275,125.0,5.0,25.0,1,1,1.0,['2'],750000000
Xã Hòa Ninh,Đường  Oto,108.01244,16.048275,91.0,5.5,18.0,1,1,2.0,"['1', ' 2', ' 6']",750000000
Xã Hòa Sơn,Đường Bê Tông 4 Oto,108.11322,16.0452,123.0,5.0,24.0,1,1,1.0,"['1', ' 2', ' 3']",750000000
Xã Hòa Phong,QL14B,108.12508,15.987646,170.0,5.0,34.0,1,1,6.0,"['1', ' 3', ' 6']",750000000
Xã Hòa Nhơn,Thôn Ninh An,108.12508,16.010254,159.0,6.1599,25.0,1,1,8.0,['5'],750000000
Xã Hòa Tiến,Dt605,108.172516,15.97223,190.0,5.0,37.0,1,1,5.0,['6'],760000000
Xã Hòa Tiến,DT605,108.172516,15.97223,190.0,5.0,38.0,1,1,4.0,"['1', ' 3', ' 6']",770000000
Xã Hòa Khương,Đường Quốc lộ 14B mở rộng,108.13947,15.969104,175.0,5.0,35.0,1,1,1.0,"['1', ' 3', ' 6']",780000000
Xã Hòa Phong,2 Mặt Tiền Bê Tông Oto,108.12508,15.987646,133.0,5.0,27.0,1,1,6.0,"['1', ' 2', ' 6']",780000000
Xã Hòa Tiến,DT605,108.172516,15.97223,186.0,5.0,38.0,1,1,1.0,['1'],780000000
Xã Hòa Tiến,DT605,108.172516,15.97223,186.0,5.0,38.0,1,1,1.0,['1'],780000000
Xã Hòa Khương,QL14B,108.101364,15.955791,175.0,5.0,35.0,1,1,8.0,"['1', ' 6', ' 3']",780000000
Xã Hòa Tiến,Đường ĐH 409,108.172516,15.97223,190.0,5.0,38.0,1,1,3.0,['1'],780000000
Xã Hòa Tiến,DT605,108.172516,15.97223,190.0,5.0,38.0,1,1,1.0,['1'],780000000
Xã Hòa Tiến,Đường tỉnh 605,108.18168,15.968948,190.0,5.0,38.0,1,1,4.0,['1'],780000000
Xã Hòa Tiến,DT605,108.172516,15.97223,186.0,5.0,38.0,1,1,1.0,['1'],780000000
Xã Hòa Khương,Đường liên thôn Hương Lam,108.101364,15.955791,165.0,5.05,27.0,1,1,7.0,"['2', ' 3', ' 6']",785000000
Xã Hòa Khương,Đường Quốc lộ 14B mở rộng,108.13947,15.969104,175.0,5.0,35.0,1,1,4.0,"['1', ' 3', ' 6']",790000000
Xã Hòa Phong,Đường Bê Tông Oto,108.12508,15.987646,122.0,6.75,17.0,1,1,4.0,"['1', ' 2', ' 3', ' 6']",790000000
Xã Hòa Tiến,DT605,108.172516,15.97223,190.0,5.0,38.0,1,1,8.0,"['1', ' 6']",790000000
Xã Hòa Nhơn,Đường Bê Tông Oto,108.12508,16.010254,120.0,6.0,20.0,1,1,4.0,"['2', ' 3', ' 6']",790000000
Xã Hòa Phong,Đường Bê Tông 4m Oto,108.12508,15.987646,120.0,6.75,17.0,1,1,4.0,"['2', ' 6']",790000000
Xã Hòa Ninh,Đường Vành đai phía tây Đà Nẵng,108.05818,16.023527,309.0,10.0,40.0,1,1,4.0,['3'],800000000
Xã Hòa Phong,Thôn Nam Thành,108.12508,15.987646,125.5,5.0,25.1,1,1,6.0,['3'],800000000
Xã Hòa Phong,Ql14G,108.12508,15.987646,170.0,5.0,34.0,1,1,7.0,"['1', ' 3', ' 6']",800000000
Xã Hòa Tiến,An Trạch,108.172516,15.97223,120.0,7.0,18.0,1,1,6.0,['3'],800000000
Xã Hòa Ninh,DT601,108.01244,16.048275,124.0,6.5,19.0,1,1,8.0,['2'],850000000
Xã Hòa Tiến,Đường tỉnh 605,108.18168,15.968948,120.0,5.0,24.0,1,1,6.0,['2'],850000000
Xã Hòa Liên,Đường Oto,108.08358,16.087358,309.0,10.0,40.46999999999999,1,1,5.0,"['2', ' 5']",850000000
Phường Hoà Hải,Đường Trần Đại Nghĩa,108.25596,15.983155,115.0,5.0,23.0,1,1,8.0,['1'],870000000
Xã Hòa Nhơn,đường 1 thôn Phước Hưng,108.12508,16.010254,120.0,5.8,20.689655172413794,1,1,3.0,['3'],870000000
Phường Hoà Hải,Đường Trần Đại Nghĩa,108.25596,15.983155,115.0,5.0,23.0,1,1,6.0,['1'],870000000
Xã Hòa Khương,thôn phú sơn 2,108.101364,15.955791,151.0,6.6399,23.0,1,1,6.0,"['3', ' 6']",899000000
Xã Hòa Phong,Thôn Bồ Bản 2,108.12508,15.987646,248.0,6.25,39.75,1,1,2.0,['2'],900000000
Xã Hòa Tiến,Kiệt Trung Lương,108.172516,15.97223,100.0,5.0,20.0,1,1,4.0,"['2', ' 3']",905000000
Phường Hòa Hiệp Bắc,Đường Nguyễn Văn Cừ,108.12177,16.12288,91.0,5.0,18.0,1,1,4.0,['2'],920000000
Xã Hòa Phong,Đường bê tông oto,108.12508,15.987646,120.0,6.0,18.0,1,1,4.0,"['1', ' 2', ' 3', ' 6']",930000000
Xã Hòa Tiến,Cẩm Nê,108.172516,15.97223,115.0,5.0,23.0,1,1,3.0,['2'],930000000
Xã Hòa Tiến,Đường Cẩm Nê,108.172516,15.97223,115.0,5.0,23.0,1,1,2.0,"['1', ' 6']",930000000
Xã Hòa Phước,Đường Quốc lộ 1,108.20815,15.980089,120.0,5.0,24.0,1,1,1.0,['3'],950000000
Xã Hòa Sơn,Thôn Xuân Phú,108.11322,16.0452,109.0,5.0,21.0,1,1,6.0,"['2', ' 6']",950000000
Xã Hòa Phước,undefined,108.216,15.9563,120.0,6.0,20.0,1,1,2.0,"['1', ' 2', ' 3', ' 6']",950000000
Xã Hòa Tiến,Đường 409,108.16914,15.959045,100.0,5.0,20.0,1,1,7.0,['2'],950000000
Phường Hòa Phát,Vũ lăng ,108.172516,16.028736,288.0,10.0,24.0,4,1,5.0,"['2', ' 4']",950000000
Xã Hòa Tiến,Đường tỉnh 605,108.18168,15.968948,136.0,7.0,19.5,1,1,6.0,['1'],950000000
Xã Hòa Phước,Thôn Tân Hạnh,108.21106,15.966055,135.0,10.0,25.0,1,1,6.0,['2'],950000000
Xã Hòa Phú,Đường Bê Tông Oto,108.01244,15.980415,227.0,5.0999,40.46999999999999,1,1,4.0,"['1', ' 3', ' 5']",990000000
Xã Hòa Ninh,ĐT 602,108.01244,16.048275,93.0,5.0,19.0,1,1,7.0,"['1', ' 6']",990000000
Xã Hòa Phú,Đường Quốc Lộ 14G,107.978966,15.956945,227.0,5.0998,40.46999999999999,2,1,7.0,"['1', ' 2', ' 3', ' 6']",990000000
Xã Hòa Tiến,Đường tỉnh 605,108.18168,15.968948,190.0,5.0,38.0,1,1,1.0,['2'],999999900
Xã Hòa Châu,Quan Châu,108.20253,15.997374,100.0,5.0,20.0,1,1,7.0,"['1', ' 2', ' 3', ' 6']",1000000000
Xã Hòa Châu,3m,108.19327,15.9845495,100.0,4.5,22.0,1,1,3.0,"['1', ' 2', ' 6']",1000000000
Xã Hòa Tiến,Đường tỉnh 605,108.18168,15.968948,190.0,5.0,38.0,1,1,4.0,['1'],1020000000
Xã Hòa Phú,Đường Bê Tông View Cánh Đồng,108.01244,15.980415,233.0,10.0,23.0,1,1,2.0,"['1', ' 2', ' 3', ' 5']",1030000000
Xã Hòa Tiến,Thôn yến Nê Xã Hoà Tiến,108.172516,15.97223,123.0,5.0,24.0,1,1,6.0,['6'],1050000000
Xã Hòa Sơn,Đường F1,108.12538,16.056843,120.0,5.0,24.0,1,1,2.0,"['1', ' 3']",1065000000
Xã Hòa Ninh,Tdc Hoà Ninh,108.01244,16.048275,107.0,5.0,21.4,1,1,7.0,['1'],1080000000
Xã Hòa Nhơn,Đường Bê Tông Gần Trường Sơn,108.12508,16.010254,131.0,7.5,19.0,1,1,3.0,"['1', ' 2', ' 3', ' 6']",1080000000
Xã Hòa Nhơn,Đường Quốc lộ 14B mở rộng,108.139305,15.969138,120.0,7.5,16.0,1,1,4.0,['3'],1090000000
Xã Hòa Ninh,B2.4,108.01244,16.048275,107.0,5.0,21.4,1,1,7.0,"['1', ' 6']",1090000000
Phường Hòa Hiệp Nam,Đường Nguyễn Thành Long,108.12535,16.094988,175.0,8.0,20.0,2,1,4.0,['1'],1100000000
Xã Hòa Phong,thôn tuý loan đông 1,108.12508,15.987646,120.0,10.0,12.0,1,1,1.0,"['2', ' 6']",1100000000
Xã Hòa Ninh,đường 5,108.05259,16.043192,107.0,5.0,21.4,1,1,4.0,['3'],1100000000
Xã Hòa Ninh,Đường Bà Nà Suối Mơ,108.06345,16.020031,107.0,5.0,21.0,1,1,6.0,['1'],1120000000
Xã Hòa Tiến,Đường Nhựa 5m Oto,108.172516,15.97223,106.0,6.0,18.0,1,1,6.0,"['1', ' 2', ' 6']",1150000000
Xã Hòa Phước,Đường Quốc lộ 1,108.20815,15.980089,133.0,5.0,26.6,1,1,8.0,['2'],1150000000
Xã Hòa Tiến,Yến Nê 2,108.172516,15.97223,100.0,6.1999,15.6,1,1,3.0,['3'],1150000000
Xã Hòa Châu,Đường tỉnh 605,108.19217,15.99392,124.0,5.3,24.0,1,1,5.0,"['3', ' 2', ' 1']",1150000000
Xã Hòa Khương,Quốc Lộ 14b,108.13268,15.931664,185.0,5.0,37.0,1,1,4.0,['2'],1150000000
Xã Hòa Sơn,phú thượng,108.11322,16.0452,115.0,5.0,23.0,1,1,4.0,['2'],1150000000
Xã Hòa Liên,Đường Hòa Liên,108.10296,16.089296,120.0,5.0,24.0,1,1,2.0,['3'],1150000000
Xã Hòa Liên,ĐT 601,108.08358,16.087358,120.0,4.0,30.0,1,1,5.0,['1'],1150000000
Xã Hòa Tiến,Đường tỉnh 605,108.18168,15.968948,120.0,6.0,18.0,1,1,4.0,['1'],1150000000
Xã Hòa Phước,Đường Số 3,108.21106,15.966055,130.0,5.0,25.0,1,1,5.0,"['3', ' 6', ' 2']",1160000000
Phường Hòa Thọ Tây,Đường Nguyễn Như Đổ,108.18768,16.003147,100.0,4.5,22.0,1,1,3.0,['2'],1170000000
Xã Hòa Ninh,Dt602,108.01244,16.048275,107.0,5.0,21.0,1,1,6.0,['1'],1170000000
Xã Hòa Phong,Đường Bê Tông Oto,108.12508,15.987646,102.0,5.1999,22.0,1,1,7.0,"['2', ' 3', ' 6']",1180000000
Xã Hòa Phước,Đường Quốc lộ 1,108.20815,15.980089,120.0,5.0,24.0,1,1,6.0,['3'],1200000000
Phường Hòa Thọ Tây,Cầu Đỏ - Túy Loan,108.171814,15.9968,80.0,5.0,16.0,1,1,3.0,['2'],1200000000
Xã Hòa Ninh,Khu Tái Định Cư Nam Hoà Ninh,108.01244,16.048275,107.5,5.0,21.5,1,1,7.0,"['1', ' 2']",1200000000
Xã Hòa Liên,Đường Vân Dương 2,108.08358,16.087358,160.0,8.0,20.0,1,1,3.0,"['2', ' 6']",1200000000
Xã Hòa Phước,Trà Kiểm ,108.21106,15.966055,126.0,5.0,25.0,1,1,7.0,['2'],1200000000
Xã Hòa Liên,"Kiệt ÔTÔ 4m, Gần KCN Hoà Khánh",108.08358,16.087358,150.0,5.0,30.0,1,1,6.0,"['2', ' 6']",1200000000
Xã Hòa Tiến,Yến Nê 2,108.172516,15.97223,133.3,6.0,21.0,1,1,2.0,"['3', ' 6']",1200000000
Xã Hòa Phước,Đường Quốc lộ 1,108.20815,15.980089,126.0,5.0,26.0,1,1,7.0,['2'],1220000000
Xã Hòa Ninh,Dt602,108.2069,16.0023,95.0,5.0,19.0,1,1,7.0,['1'],1230000000
Xã Hòa Ninh,5m5,108.01244,16.048275,98.0,6.5,15.0,1,1,7.0,['2'],1250000000
Xã Hòa Ninh,Hòa Ninh 1,108.01244,16.048275,95.0,6.5,14.0,2,1,2.0,['2'],1250000000
Xã Hòa Châu,QL1A,108.19327,15.9845495,100.0,5.0,20.0,1,1,7.0,"['1', ' 6']",1250000000
Xã Hòa Nhơn,Dh2,108.12508,16.010254,150.0,6.0,25.0,1,1,1.0,"['1', ' 3', ' 6']",1250000000
Xã Hòa Sơn,5m5,108.11322,16.0452,94.0,7.0,14.0,1,1,4.0,"['2', ' 6']",1250000000
Xã Hòa Phước,Thôn Tân Hạnh,108.21106,15.966055,170.0,5.0,34.0,1,1,5.0,"['6', ' 2', ' 1']",1250000000
Phường Hòa Hiệp Nam,Đường Nguyễn Lương Bằng,108.12502,16.118422,100.0,8.0,12.5,2,1,2.0,['2'],1250000000
Phường Hòa Khánh Nam,Đường Kiệt 261 Hoàng Văn Thái,108.15244,16.051016,60.0,4.0,15.0,1,1,5.0,['2'],1270000000
Xã Hòa Liên,DT601,108.08358,16.087358,252.0,6.0,40.46999999999999,1,1,1.0,"['2', ' 6']",1280000000
Xã Hòa Ninh,"Đường Nhựa 5,5m",108.01244,16.048275,95.0,5.0,19.0,1,1,8.0,"['1', ' 3', ' 6']",1290000000
Xã Hòa Châu,ql1a,108.19327,15.9845495,130.0,5.6999,22.0,1,1,6.0,"['2', ' 3', ' 6']",1290000000
Xã Hòa Nhơn,Đường Trường Sơn,108.16547,16.01157,151.0,5.5,28.0,1,1,8.0,['2'],1290000000
Xã Hòa Nhơn,Đường Trường Sơn,108.16547,16.01157,150.0,5.5,26.0,1,1,7.0,['2'],1290000000
Xã Hòa Tiến,605,108.172516,15.97223,200.0,10.0,20.0,1,1,3.0,['2'],1300000000
Phường Hòa Hiệp Bắc,Đường Nguyễn Văn Cừ,108.12177,16.12288,100.0,5.0,20.0,1,1,7.0,['2'],1300000000
Xã Hòa Châu,Thôn Tây An,108.19327,15.9845495,100.0,5.0,20.0,1,1,1.0,['2'],1300000000
Xã Hòa Phong,Đường Dương Lâm 2,108.13912,15.987687,256.0,8.0,30.0,1,1,1.0,['6'],1300000000
Phường Hòa Thọ Tây,Đường Bê Tông Oto,108.17548,16.0087,107.0,5.0,21.62,1,1,2.0,"['2', ' 3', ' 6']",1310000000
Xã Hòa Phước,Đường Quốc lộ 1,108.20815,15.980089,100.0,6.0,16.2999,1,1,2.0,['1'],1320000000
Phường Hòa Thọ Tây,Đường Oto,108.17548,16.0087,113.0,5.4299,20.0,1,1,5.0,"['1', ' 2', ' 3', ' 6']",1340000000
Phường Hòa Thọ Tây,Đường Nguyễn Như Đổ,108.18768,16.003147,81.0,5.0,16.0,1,1,7.0,"['1', ' 2']",1340000000
Xã Hòa Phong,quốc lộ 14G,108.11621,15.984282,144.0,6.0,24.0,1,1,8.0,['1'],1350000000
Xã Hòa Ninh,Khu TĐC Nhà Vườn - Hoà Ninh,108.01244,16.048275,126.0,6.0,21.0,2,1,2.0,['2'],1350000000
Xã Hòa Châu,Thôn Quang Châu,108.19327,15.9845495,120.0,5.0,24.0,1,1,2.0,['1'],1350000000
Xã Hòa Châu,Thôn Quang châu,108.19327,15.9845495,120.0,5.0,24.0,1,1,3.0,"['1', ' 2']",1350000000
Phường Mỹ An,Khu công nghiệp điện ngọc,108.24665,16.04769,90.0,5.0,18.0,1,1,4.0,['1'],1350000000
Phường Hòa Hiệp Bắc,Đường Nguyễn Văn Cừ,108.12177,16.12288,161.0,5.0,32.2,1,1,6.0,['3'],1350000000
Phường Hoà Quý,Kiệt Bình Kỳ,108.23342,15.982958,81.0,5.0,16.2,1,1,3.0,['3'],1350000000
Xã Hòa Châu,Đường Quốc lộ 1,108.19277,15.99378,120.0,5.0,24.0,1,1,3.0,['1'],1350000000
Xã Hòa Nhơn,Đường Bê Tông Oto,108.12508,16.010254,120.0,5.0,18.0,1,1,2.0,"['2', ' 3', ' 6']",1350000000
Xã Hòa Phong,Đường Quốc lộ 14G,108.11621,15.984282,144.0,6.0,24.0,1,1,1.0,['1'],1350000000
Phường Hòa Thọ Tây,Đường Nguyễn Như Đãi,108.190834,16.013256,81.8,5.0,18.0,1,1,7.0,['2'],1350000000
Phường Hòa Thọ Tây,Đường Nguyễn Phú Hường,108.163345,16.004066,100.0,6.0,16.5,1,1,7.0,['2'],1370000000
Phường Hoà Hải,Đường Trần Đại Nghĩa,108.25596,15.983155,80.0,5.0,16.0,2,1,2.0,['1'],1380000000
Phường Hòa Hiệp Bắc,Đường Nguyễn Phước Chu,108.121086,16.132555,100.0,5.0,20.0,1,1,8.0,['2'],1380000000
Phường Hòa Thọ Tây,Đường 3.5m Oto,108.17548,16.0087,106.0,6.0,16.0,1,1,8.0,"['2', ' 3', ' 6']",1380000000
Phường Hòa Khánh Bắc,Đường Nguyễn Chánh,108.146324,16.081633,64.0,5.0,12.8,1,1,7.0,['3'],1390000000
Phường Hoà Quý,Kiệt Mai Đăng Chơn,108.23342,15.982958,85.0,5.0,17.0,1,1,7.0,['3'],1399999999
Xã Hòa Ninh,DT601,108.01244,16.048275,309.0,10.0,30.0,4,1,1.0,['1'],1400000000
Xã Hòa Khương,Nam Kỳ khởi Nghĩa,108.101364,15.955791,210.0,7.0,30.0,1,1,8.0,"['1', ' 3', ' 6']",1400000000
Xã Hòa Phong,Đường Bê Tông Oto,108.12508,15.987646,200.0,10.0,17.0,1,1,2.0,"['1', ' 2', ' 6']",1400000000
Xã Hòa Tiến,Yến Nê,108.172516,15.97223,138.0,5.0,27.6,1,1,8.0,['1'],1420000000
Xã Hòa Châu,Hòa Châu,108.19214,15.99389,146.0,5.0,28.0,1,1,6.0,['3'],1430000000
